Out-OriginStation,Out-DestinationStation,Out-Departure,Out-Arrival,Out-Duration,Out-JourneyMode,Out-Stops,Out-Carriers,Out-OperatingCarriers,Out-Directionality,Out-FlightNumbers,Inb-OriginStation,Inb-DestinationStation,Inb-Departure,Inb-Arrival,Inb-Duration,Inb-JourneyMode,Inb-Stops,Inb-Carriers,Inb-OperatingCarriers,Inb-Directionality,Inb-FlightNumbers,cheapestPrice,haul,index,query_Locale,query_Currency,query_Adults,query_CabinClass,query_Timestamp,query_DateType
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2019-11-17T21:40:00,2019-11-18T09:20:00,400,Flight,[],['Air Canada'],['Air Canada'],Inbound,"[{'FlightNumber': '864', 'CarrierId': 835}]",3766.82,LH,6,en-GB,GBP,1,economy,2019-10-11 08:30:59,date
LHR,YUL,2020-02-15T13:00:00,2020-02-15T15:30:00,450,Flight,[],['Air Canada'],['Air Canada'],Outbound,"[{'FlightNumber': '865', 'CarrierId': 835}]",YUL,LHR,2020-02-15T19:50:00,2020-02-16T07:30:00,400,Flight,[],['Air Canada'],['Air Canada'],Inbound,"[{'FlightNumber': '864', 'CarrierId': 835}]",1202.61,LH,0,en-GB,GBP,1,economy,2019-10-11 08:31:01,date + 90 days
LHR,YUL,2020-02-15T16:45:00,2020-02-15T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2020-02-15T20:55:00,2020-02-16T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",1827.27,LH,1,en-GB,GBP,1,economy,2019-10-11 08:31:01,date + 90 days
LHR,YUL,2020-02-15T13:00:00,2020-02-15T15:30:00,450,Flight,[],['Lufthansa'],['Air Canada'],Outbound,"[{'FlightNumber': '6838', 'CarrierId': 1368}]",YUL,LHR,2020-02-15T19:50:00,2020-02-16T07:30:00,400,Flight,[],['Lufthansa'],['Air Canada'],Inbound,"[{'FlightNumber': '6839', 'CarrierId': 1368}]",1875.62,LH,2,en-GB,GBP,1,economy,2019-10-11 08:31:01,date + 90 days
LHR,YUL,2020-02-15T16:45:00,2020-02-15T19:10:00,445,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5995', 'CarrierId': 857}]",YUL,LHR,2020-02-15T20:55:00,2020-02-16T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",1875.68,LH,3,en-GB,GBP,1,economy,2019-10-11 08:31:01,date + 90 days
LHR,YUL,2020-02-15T16:45:00,2020-02-15T19:10:00,445,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5995', 'CarrierId': 857}]",YUL,LHR,2020-02-15T20:55:00,2020-02-16T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",1875.68,LH,4,en-GB,GBP,1,economy,2019-10-11 08:31:01,date + 90 days
LHR,YUL,2020-02-15T13:00:00,2020-02-15T15:30:00,450,Flight,[],['Air Canada'],['Air Canada'],Outbound,"[{'FlightNumber': '865', 'CarrierId': 835}]",YUL,LHR,2020-02-15T20:55:00,2020-02-16T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",3545.47,LH,5,en-GB,GBP,1,economy,2019-10-11 08:31:01,date + 90 days
LHR,YUL,2020-02-15T13:00:00,2020-02-15T15:30:00,450,Flight,[],['Air Canada'],['Air Canada'],Outbound,"[{'FlightNumber': '865', 'CarrierId': 835}]",YUL,LHR,2020-02-15T20:55:00,2020-02-16T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",3953.06,LH,6,en-GB,GBP,1,economy,2019-10-11 08:31:01,date + 90 days
LHR,YUL,2019-11-10T13:00:00,2019-11-10T15:30:00,450,Flight,[],['Lufthansa'],['Air Canada'],Outbound,"[{'FlightNumber': '6838', 'CarrierId': 1368}]",YUL,LHR,2019-11-17T21:40:00,2019-11-18T09:20:00,400,Flight,[],['Lufthansa'],['Air Canada'],Inbound,"[{'FlightNumber': '6839', 'CarrierId': 1368}]",633.19,LH,0,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2019-11-10T13:00:00,2019-11-10T15:30:00,450,Flight,[],['EgyptAir'],['Air Canada'],Outbound,"[{'FlightNumber': '9600', 'CarrierId': 1427}]",YUL,LHR,2019-11-17T21:40:00,2019-11-18T09:20:00,400,Flight,[],['EgyptAir'],['Air Canada'],Inbound,"[{'FlightNumber': '9601', 'CarrierId': 1427}]",643.83,LH,1,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",676.97,LH,2,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",683.97,LH,3,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['Aer Lingus'],['British Airways'],Outbound,"[{'FlightNumber': '8795', 'CarrierId': 1033}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Aer Lingus'],['British Airways'],Inbound,"[{'FlightNumber': '8794', 'CarrierId': 1033}]",715.22,LH,4,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5995', 'CarrierId': 857}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",751.84,LH,5,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2019-11-17T21:40:00,2019-11-18T09:20:00,400,Flight,[],['Lufthansa'],['Air Canada'],Inbound,"[{'FlightNumber': '6839', 'CarrierId': 1368}]",2450.71,LH,6,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5995', 'CarrierId': 857}]",YUL,LHR,2019-11-17T21:40:00,2019-11-18T09:20:00,400,Flight,[],['Lufthansa'],['Air Canada'],Inbound,"[{'FlightNumber': '6839', 'CarrierId': 1368}]",2450.71,LH,7,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2019-11-10T13:00:00,2019-11-10T15:30:00,450,Flight,[],['Lufthansa'],['Air Canada'],Outbound,"[{'FlightNumber': '6838', 'CarrierId': 1368}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",4200.56,LH,8,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2019-11-10T13:00:00,2019-11-10T15:30:00,450,Flight,[],['Lufthansa'],['Air Canada'],Outbound,"[{'FlightNumber': '6838', 'CarrierId': 1368}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",4200.56,LH,9,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2019-11-10T13:00:00,2019-11-10T15:30:00,450,Flight,[],['EgyptAir'],['Air Canada'],Outbound,"[{'FlightNumber': '9600', 'CarrierId': 1427}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Aer Lingus'],['British Airways'],Inbound,"[{'FlightNumber': '8794', 'CarrierId': 1033}]",4853.72,LH,10,en-US,USD,1,economy,2019-10-11 08:31:04,date
LHR,YUL,2020-02-15T13:00:00,2020-02-15T15:30:00,450,Flight,[],['Lufthansa'],['Air Canada'],Outbound,"[{'FlightNumber': '6838', 'CarrierId': 1368}]",YUL,LHR,2020-02-15T19:50:00,2020-02-16T07:30:00,400,Flight,[],['Lufthansa'],['Air Canada'],Inbound,"[{'FlightNumber': '6839', 'CarrierId': 1368}]",2291.96,LH,0,en-US,USD,1,economy,2019-10-11 08:31:06,date + 90 days
LHR,YUL,2020-02-15T13:00:00,2020-02-15T15:30:00,450,Flight,[],['Lufthansa'],['Air Canada'],Outbound,"[{'FlightNumber': '6838', 'CarrierId': 1368}]",YUL,LHR,2020-02-15T20:55:00,2020-02-16T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",4680.07,LH,1,en-US,USD,1,economy,2019-10-11 08:31:06,date + 90 days
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5995', 'CarrierId': 857}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",2938.42,LH,0,en-GB,GBP,1,business,2019-10-11 08:31:08,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5995', 'CarrierId': 857}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",2976.47,LH,1,en-GB,GBP,1,business,2019-10-11 08:31:08,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",3010.99,LH,2,en-GB,GBP,1,business,2019-10-11 08:31:08,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",3022.79,LH,3,en-GB,GBP,1,business,2019-10-11 08:31:08,date
LHR,YUL,2019-11-10T13:00:00,2019-11-10T15:30:00,450,Flight,[],['Air Canada'],['Air Canada'],Outbound,"[{'FlightNumber': '865', 'CarrierId': 835}]",YUL,LHR,2019-11-17T21:40:00,2019-11-18T09:20:00,400,Flight,[],['Air Canada'],['Air Canada'],Inbound,"[{'FlightNumber': '864', 'CarrierId': 835}]",4115.57,LH,4,en-GB,GBP,1,business,2019-10-11 08:31:08,date
LHR,YUL,2019-11-10T13:00:00,2019-11-10T15:30:00,450,Flight,[],['Lufthansa'],['Air Canada'],Outbound,"[{'FlightNumber': '6838', 'CarrierId': 1368}]",YUL,LHR,2019-11-17T21:40:00,2019-11-18T09:20:00,400,Flight,[],['Lufthansa'],['Air Canada'],Inbound,"[{'FlightNumber': '6839', 'CarrierId': 1368}]",6165.62,LH,5,en-GB,GBP,1,business,2019-10-11 08:31:08,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2019-11-17T21:40:00,2019-11-18T09:20:00,400,Flight,[],['Air Canada'],['Air Canada'],Inbound,"[{'FlightNumber': '864', 'CarrierId': 835}]",6881,LH,6,en-GB,GBP,1,business,2019-10-11 08:31:08,date
LHR,YUL,2019-11-10T13:00:00,2019-11-10T15:30:00,450,Flight,[],['Air Canada'],['Air Canada'],Outbound,"[{'FlightNumber': '865', 'CarrierId': 835}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",11364.17,LH,7,en-GB,GBP,1,business,2019-10-11 08:31:08,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5995', 'CarrierId': 857}]",YUL,LHR,2019-11-17T21:40:00,2019-11-18T09:20:00,400,Flight,[],['Air Canada'],['Air Canada'],Inbound,"[{'FlightNumber': '864', 'CarrierId': 835}]",12345.06,LH,8,en-GB,GBP,1,business,2019-10-11 08:31:08,date
LHR,YUL,2019-11-10T13:00:00,2019-11-10T15:30:00,450,Flight,[],['Air Canada'],['Air Canada'],Outbound,"[{'FlightNumber': '865', 'CarrierId': 835}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",12345.06,LH,9,en-GB,GBP,1,business,2019-10-11 08:31:08,date
LHR,YUL,2020-02-15T13:00:00,2020-02-15T15:30:00,450,Flight,[],['Air Canada'],['Air Canada'],Outbound,"[{'FlightNumber': '865', 'CarrierId': 835}]",YUL,LHR,2020-02-15T19:50:00,2020-02-16T07:30:00,400,Flight,[],['Air Canada'],['Air Canada'],Inbound,"[{'FlightNumber': '864', 'CarrierId': 835}]",5476,LH,0,en-GB,GBP,1,business,2019-10-11 08:31:10,date + 90 days
LHR,YUL,2020-02-15T13:00:00,2020-02-15T15:30:00,450,Flight,[],['Lufthansa'],['Air Canada'],Outbound,"[{'FlightNumber': '6838', 'CarrierId': 1368}]",YUL,LHR,2020-02-15T19:50:00,2020-02-16T07:30:00,400,Flight,[],['Lufthansa'],['Air Canada'],Inbound,"[{'FlightNumber': '6839', 'CarrierId': 1368}]",6165.62,LH,1,en-GB,GBP,1,business,2019-10-11 08:31:10,date + 90 days
LHR,YUL,2020-02-15T16:45:00,2020-02-15T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2020-02-15T20:55:00,2020-02-16T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",6484.1,LH,2,en-GB,GBP,1,business,2019-10-11 08:31:10,date + 90 days
LHR,YUL,2020-02-15T13:00:00,2020-02-15T15:30:00,450,Flight,[],['Air Canada'],['Air Canada'],Outbound,"[{'FlightNumber': '865', 'CarrierId': 835}]",YUL,LHR,2020-02-15T20:55:00,2020-02-16T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",8422,LH,3,en-GB,GBP,1,business,2019-10-11 08:31:10,date + 90 days
LHR,YUL,2020-02-15T13:00:00,2020-02-15T15:30:00,450,Flight,[],['Air Canada'],['Air Canada'],Outbound,"[{'FlightNumber': '865', 'CarrierId': 835}]",YUL,LHR,2020-02-15T20:55:00,2020-02-16T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",11364.17,LH,4,en-GB,GBP,1,business,2019-10-11 08:31:10,date + 90 days
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '94', 'CarrierId': 881}]",3654.37,LH,0,en-US,USD,1,business,2019-10-11 08:31:11,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '95', 'CarrierId': 881}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",3661.37,LH,1,en-US,USD,1,business,2019-10-11 08:31:11,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['Aer Lingus'],['British Airways'],Outbound,"[{'FlightNumber': '8795', 'CarrierId': 1033}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",3695.92,LH,2,en-US,USD,1,business,2019-10-11 08:31:11,date
LHR,YUL,2019-11-10T16:45:00,2019-11-10T19:10:00,445,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5995', 'CarrierId': 857}]",YUL,LHR,2019-11-17T20:55:00,2019-11-18T08:30:00,395,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5994', 'CarrierId': 857}]",4034.81,LH,3,en-US,USD,1,business,2019-10-11 08:31:11,date
